EntregaID;Dia;Mes;Anio;NombreCliente;Direccion;NombreEmpleadoEntrega;PuestoEmpleadoEntrega;CiudadEntrega;NombreProducto;Descripción;Peso;TiempoEntrega;EstadoEntrega;CostoEnvio;PrecioProducto
487;Miércoles;Diciembre;;Carolina Martínez;Dirección 541;Empleado 541;Puesto 541;Mazatenango; Envío urgente; Envío urgente;1.19;21;En Bodega;39.81;
26;Martes;Diciembre;2023;Roberto Acosta;Dirección 542;Empleado 542;Puesto 542;Santa Cruz del Quiché; Sobre pequeño; Sobre pequeño;8.79;102;Pendiente;27.67;65.65
502;Jueves;Septiembre;2021;Marta Gómez;Dirección 543;Empleado 543;Puesto 543;Palín; Caja con rastreo GPS; Caja con rastreo GPS;5.94;11;En Bodega;10.74;18.28
457;Lunes;Noviembre;2022;Joaquín Duarte;Dirección 544;Empleado 544;Puesto 544;Villa Nueva; Caja de muebles pequeños; Caja de muebles pequeños;3.05;70;Pendiente;10.66;17.11
450;Miércoles;Mayo;2023;Sofía Delgado;Dirección 545;Empleado 545;Puesto 545;Patzún; Envío urgente; Envío urgente;9.53;53;Devolución;7.22;84
639;Miércoles;Septiembre;;Rosa Ruiz;Dirección 546;Empleado 546;Puesto 546;Jalapa; Paquete de documentos legales; Paquete de documentos legales;6.13;41;Recolectado;7.53;93.97
259;Martes;Febrero;2021;Javier Gómez;Dirección 547;Empleado 547;Puesto 547;Escuintla; Carga voluminosa; Carga voluminosa;0.95;18;Pendiente;19.61;
197;Jueves;Junio;2020;Isabel Montes;Dirección 548;Empleado 548;Puesto 548;San José Pinula; Paquete de libros; Paquete de libros;4.32;94;Devolución;13.62;30.27
990;Domingo;Mayo;2020;Lorena Martínez;Dirección 549;Empleado 549;Puesto 549;Huehuetenango; Envío a sucursal; Envío a sucursal;9.51;91;Recolectado;14.77;5.82
685;Domingo;Noviembre;2021;Laura Sánchez;Dirección 550;Empleado 550;Puesto 550;Cantel; Envío de productos electrónicos; Envío de productos electrónicos;6.63;70;Devolución;22.95;98.34
322;Lunes;Febrero;2023;Lorena Araya;Dirección 551;Empleado 551;Puesto 551;San Cristóbal Verapaz; Caja grande; Caja grande;0.66;71;Devolución;36.87;87.57
448;Domingo;Mayo;2020;Francisco Ochoa;Dirección 552;Empleado 552;Puesto 552;Totonicapán; Envío ecológico; Envío ecológico;5.8;18;Entregado;22.68;53.71
389;Jueves;Marzo;2021;Ricardo Ortega;Dirección 553;Empleado 553;Puesto 553;San Cristóbal Verapaz; Carga voluminosa; Carga voluminosa;4.43;35;Pendiente;5.05;14.51
815;Viernes;Septiembre;2022;Marina Araya;Dirección 554;Empleado 554;Puesto 554;Amatitlán; Paquete certificado; Paquete certificado;9.86;55;Devolución;14.96;47
782;Domingo;Agosto;2021;Raquel Rodríguez;Dirección 555;Empleado 555;Puesto 555;San Pablo Jocopilas; Sobre pequeño; Sobre pequeño;7.55;30;Devolución;22.22;5.7
553;Martes;Septiembre;2021;Raquel Araya;Dirección 556;Empleado 556;Puesto 556;San Pablo Jocopilas; Envío express; Envío express;1.94;18;Pendiente;26.2;94.78
279;Jueves;Mayo;2021;Pedro Ortega;Dirección 557;Empleado 557;Puesto 557;Mazatenango; Carga peligrosa; Carga peligrosa;1.49;39;En Bodega;46.66;98.36
703;Viernes;Marzo;2020;Paula Zamora;Dirección 558;Empleado 558;Puesto 558;Palín; Caja de ropa; Caja de ropa;2.98;49;En Bodega;36.51;40.56
490;Domingo;Junio;2020;Eduardo Delgado;Dirección 559;Empleado 559;Puesto 559;Chicacao; Paquete mediano; Paquete mediano;1.09;118;En Bodega;31.12;83.95
352;Miércoles;Diciembre;2021;Adriana Fernández;Dirección 560;Empleado 560;Puesto 560;San José Pinula; Envío urgente; Envío urgente;3.97;106;Devolución;18.12;
379;Sábado;Marzo;2020;Raquel Ortega;Dirección 561;Empleado 561;Puesto 561;Jutiapa; Envío de productos médicos; Envío de productos médicos;4.35;15;Entregado;49.93;18.95
84;Sábado;Octubre;2023;Carolina Valverde;Dirección 562;Empleado 562;Puesto 562;San Benito; Envío de productos electrónicos; Envío de productos electrónicos;3.93;45;Recolectado;8.21;14.08
196;Jueves;Septiembre;2023;Marta Delgado;Dirección 563;Empleado 563;Puesto 563;Patulul; Envío de productos de limpieza; Envío de productos de limpieza;6.05;14;Recolectado;24.16;55.72
210;Martes;Febrero;2020;Manuel Morales;Dirección 564;Empleado 564;Puesto 564;Ciudad Vieja; Paquete sensible al calor; Paquete sensible al calor;3.85;30;Devolución;20.67;80.91
839;Viernes;Noviembre;2022;Carolina Moreno;Dirección 565;Empleado 565;Puesto 565;Jocotenango; Paquete de documentos legales; Paquete de documentos legales;1.33;118;Devolución;37.04;
391;Viernes;Diciembre;2023;Antonia Pérez;Dirección 566;Empleado 566;Puesto 566;Escuintla; Sobre pequeño; Sobre pequeño;2.72;5;Devolución;37.02;8.7
342;Miércoles;Enero;2020;Carlos Fernández;Dirección 567;Empleado 567;Puesto 567;Villa Canales; Envío ecológico; Envío ecológico;4.78;64;Devolución;11.9;
438;Viernes;Marzo;2022;Marcela López;Dirección 568;Empleado 568;Puesto 568;Jocotenango; Bulto ligero; Bulto ligero;8.37;24;Devolución;32.6;
539;Jueves;Marzo;2020;Carolina Díaz;Dirección 569;Empleado 569;Puesto 569;Santa Catarina Pinula; Caja de regalo; Caja de regalo;1.11;37;Recolectado;5.32;70.22
793;Domingo;Enero;;Carlos Prieto;Dirección 570;Empleado 570;Puesto 570;Quetzaltenango; Caja mediana; Caja mediana;8.61;65;En Bodega;20.06;16.27
777;Sábado;Junio;2020;Pedro Montes;Dirección 571;Empleado 571;Puesto 571;Petapa; Paquete mediano; Paquete mediano;6.47;7;En Bodega;45.52;
625;Miércoles;Noviembre;2020;Daniel López;Dirección 572;Empleado 572;Puesto 572;Chiquimula; Caja de mercancía; Caja de mercancía;4.32;64;En Bodega;17.26;81.6
579;Jueves;Marzo;2020;Catalina Paredes;Dirección 573;Empleado 573;Puesto 573;Sololá; Envío express; Envío express;4.96;77;En Bodega;5.53;40.48
669;Lunes;Junio;2022;José Morales;Dirección 574;Empleado 574;Puesto 574;Chiquimula; Caja de herramientas; Caja de herramientas;0.77;109;Entregado;39.09;34.59
896;Miércoles;Mayo;2021;Marta Martínez;Dirección 575;Empleado 575;Puesto 575;San Pedro Sacatepéquez; Caja de ropa; Caja de ropa;2.84;53;Entregado;37.08;99.13
729;Sábado;Mayo;;Eduardo Paredes;Dirección 576;Empleado 576;Puesto 576;Petapa; Carga consolidada; Carga consolidada;3.61;115;Entregado;45.39;43.55
883;Domingo;Julio;2021;Marina Acosta;Dirección 577;Empleado 577;Puesto 577;San José Pinula; Envío a sucursal; Envío a sucursal;3.8;41;En Bodega;31.56;37.72
414;Jueves;Mayo;;Rosa Moreno;Dirección 578;Empleado 578;Puesto 578;Jalapa; Envío frágil; Envío frágil;3;93;Devolución;24.58;
665;Jueves;Marzo;2022;Alejandro Duarte;Dirección 579;Empleado 579;Puesto 579;Patzún; Paquete de productos químicos; Paquete de productos químicos;6.65;16;En Bodega;6.97;88.66
488;Lunes;Agosto;2023;Francisco Martínez;Dirección 580;Empleado 580;Puesto 580;Sanarate; Paquete certificado; Paquete certificado;7.92;114;Pendiente;32.04;
43;Miércoles;Marzo;2022;Catalina Ruiz;Dirección 581;Empleado 581;Puesto 581;Retalhuleu; Caja de muebles pequeños; Caja de muebles pequeños;4.51;43;Devolución;42.17;88.17
336;Lunes;Agosto;2020;Marta Castro;Dirección 582;Empleado 582;Puesto 582;Retalhuleu; Envío de juguetes; Envío de juguetes;0.1;56;En Bodega;39.4;35.66
609;Sábado;Noviembre;2022;Carlos Montes;Dirección 583;Empleado 583;Puesto 583;Barberena;;;0.97;14;En Bodega;18.74;53.59
948;Sábado;Julio;;Lucía Ríos;Dirección 584;Empleado 584;Puesto 584;Jacaltenango; Caja de regalo; Caja de regalo;3.69;78;En Bodega;38.29;62.47
243;Jueves;Septiembre;2020;Elena Rojas;Dirección 585;Empleado 585;Puesto 585;Malacatán; Envío ecológico; Envío ecológico;9.97;9;Pendiente;5.26;35.35
638;Domingo;Abril;2021;Elena Mendoza;Dirección 586;Empleado 586;Puesto 586;Jutiapa; Envío de productos de limpieza; Envío de productos de limpieza;9.2;60;Devolución;38.52;27.72
503;Domingo;Diciembre;2020;Marina Morales;Dirección 587;Empleado 587;Puesto 587;Chiquimula; Caja mediana; Caja mediana;4.8;94;Pendiente;46.67;
9;Lunes;Febrero;2023;Lucía Delgado;Dirección 588;Empleado 588;Puesto 588;Quetzaltenango;;;5.82;105;Recolectado;8.02;51.15
707;Domingo;Marzo;2023;Adriana Torres;Dirección 589;Empleado 589;Puesto 589;Villa Canales; Envío aéreo; Envío aéreo;0.57;61;Pendiente;43.73;
548;Lunes;Junio;2022;Felipe Rodríguez;Dirección 590;Empleado 590;Puesto 590;Villa Nueva; Paquete grande; Paquete grande;3.39;25;En Bodega;16.44;56.06
855;Jueves;Octubre;2023;Ricardo Espinoza;Dirección 591;Empleado 591;Puesto 591;Totonicapán; Envío de alimentos perecederos; Envío de alimentos perecederos;7.2;109;Pendiente;35.63;81.18
337;Miércoles;Junio;2022;Rosa Mendoza;Dirección 592;Empleado 592;Puesto 592;Sumpango; Caja con rastreo GPS; Caja con rastreo GPS;2.62;4;Entregado;28.86;52.96
158;Lunes;Noviembre;2020;Paula Martínez;Dirección 593;Empleado 593;Puesto 593;Nahualá; Envío frágil; Envío frágil;9.96;42;Recolectado;38.6;92.62
470;Lunes;Febrero;2020;Andrés Castro;Dirección 594;Empleado 594;Puesto 594;Huehuetenango; Envío de documentos; Envío de documentos;8.76;27;En Bodega;38.55;
669;Domingo;Abril;2022;Óscar López;Dirección 595;Empleado 595;Puesto 595;Santa Cruz del Quiché; Envío de juguetes; Envío de juguetes;0.6;81;Devolución;19.22;
664;Lunes;Julio;;Luis Zamora;Dirección 596;Empleado 596;Puesto 596;Chicacao; Envío de artículos personales; Envío de artículos personales;7.99;116;Recolectado;49.52;5.04
724;Jueves;Febrero;2023;Marcela Ortega;Dirección 597;Empleado 597;Puesto 597;Patzún; Envío a domicilio; Envío a domicilio;3.02;20;Entregado;35.95;92.33
264;Viernes;Diciembre;2022;Raquel Navarro;Dirección 598;Empleado 598;Puesto 598;San Pedro Ayampuc; Carga consolidada; Carga consolidada;4.73;30;Devolución;12.48;37.51
470;Viernes;Enero;2023;Isabel Zamora;Dirección 599;Empleado 599;Puesto 599;Patulul;;;9.09;36;Recolectado;46.58;
951;Viernes;Julio;;Carmen González;Dirección 600;Empleado 600;Puesto 600;Chicacao; Caja de mercancía; Caja de mercancía;9.37;96;Entregado;20.7;37.37
191;Sábado;Septiembre;;Lucía Gómez;Dirección 601;Empleado 601;Puesto 601;Retalhuleu; Paquete certificado; Paquete certificado;7.72;88;Pendiente;39.72;
884;Martes;Mayo;2022;Natalia Mendoza;Dirección 602;Empleado 602;Puesto 602;Amatitlán; Envío internacional; Envío internacional;2.75;53;En Bodega;18.52;54.25
416;Miércoles;Abril;;Valeria Peralta;Dirección 603;Empleado 603;Puesto 603;Jocotenango; Envío de material impreso; Envío de material impreso;6.14;94;Recolectado;20.37;18.3
983;Sábado;Julio;;Pedro Hernández;Dirección 604;Empleado 604;Puesto 604;Mixco; Caja de herramientas; Caja de herramientas;0.55;63;Devolución;16.61;88.58
122;Martes;Junio;2022;Óscar Reyes;Dirección 605;Empleado 605;Puesto 605;San Benito; Caja de regalo; Caja de regalo;8.58;106;Entregado;13.98;14.66
363;Miércoles;Abril;;María Mendoza;Dirección 606;Empleado 606;Puesto 606;Asunción Mita; Envío ecológico; Envío ecológico;3.65;111;En Bodega;37.1;34.74
680;Viernes;Septiembre;2023;Rosa Sánchez;Dirección 607;Empleado 607;Puesto 607;Sanarate; Envío de muestras; Envío de muestras;2.91;44;Recolectado;40.84;56.3
315;Viernes;Abril;2021;Eduardo López;Dirección 608;Empleado 608;Puesto 608;Ostuncalco; Envío internacional; Envío internacional;1.77;27;En Bodega;20.66;
105;Jueves;Junio;2020;Marcela Flores;Dirección 609;Empleado 609;Puesto 609;San José Pinula; Paquete sensible al calor; Paquete sensible al calor;0.34;103;En Bodega;43.88;6.62
368;Miércoles;Noviembre;2023;Daniel Torres;Dirección 610;Empleado 610;Puesto 610;Cantel; Envío de alimentos perecederos; Envío de alimentos perecederos;2.73;21;Pendiente;27.01;55
265;Sábado;Septiembre;2022;Catalina Martínez;Dirección 611;Empleado 611;Puesto 611;Jacaltenango; Caja mediana; Caja mediana;7.02;114;Devolución;8.91;1.49
444;Lunes;Septiembre;2020;Víctor Araya;Dirección 612;Empleado 612;Puesto 612;Amatitlán; Envío a zona remota; Envío a zona remota;1.16;115;Pendiente;42.55;
524;Sábado;Enero;2023;Carmen Espinoza;Dirección 613;Empleado 613;Puesto 613;San José Pinula; Envío de productos electrónicos; Envío de productos electrónicos;5.51;52;Devolución;30.9;85.6
306;Viernes;Mayo;2022;Sebastián Rojas;Dirección 614;Empleado 614;Puesto 614;San Pedro Ayampuc; Paquete de documentos legales; Paquete de documentos legales;3;42;Devolución;28.58;
655;Jueves;Noviembre;2023;Miguel Martínez;Dirección 615;Empleado 615;Puesto 615;Jutiapa; Paquete de libros; Paquete de libros;7.07;32;Devolución;47.41;19.47
76;Miércoles;Noviembre;2022;José Ramírez;Dirección 616;Empleado 616;Puesto 616;Sanarate;;;4.34;103;En Bodega;48.24;22.69
172;Sábado;Diciembre;2022;Patricia Castro;Dirección 617;Empleado 617;Puesto 617;Barberena; Envío de productos electrónicos; Envío de productos electrónicos;1.97;5;Devolución;45.58;
372;Viernes;Marzo;2022;Luis Castro;Dirección 618;Empleado 618;Puesto 618;Nahualá; Caja de muebles pequeños; Caja de muebles pequeños;2.13;102;Devolución;6.64;19.87
892;Domingo;Marzo;2023;Andrés Fernández;Dirección 619;Empleado 619;Puesto 619;Chimaltenango; Envío de documentos; Envío de documentos;9.87;74;En Bodega;12.15;75.55
360;Sábado;Abril;2022;Javier Núñez;Dirección 620;Empleado 620;Puesto 620;Santa Lucía Cotzumalguapa; Envío express; Envío express;2.92;34;Recolectado;26.46;97.17
659;Lunes;Septiembre;2023;Juan Bravo;Dirección 621;Empleado 621;Puesto 621;Chicacao; Caja de muebles pequeños; Caja de muebles pequeños;7.76;77;Entregado;7.98;86.87
475;Sábado;Marzo;2021;Carolina Morales;Dirección 622;Empleado 622;Puesto 622;Antigua Guatemala; Envío urgente; Envío urgente;5.37;55;En Bodega;40.19;21.73
352;Viernes;Agosto;2023;Sofía Castro;Dirección 623;Empleado 623;Puesto 623;La Gomera; Sobre grande; Sobre grande;3.72;54;Recolectado;32.96;56.99
615;Martes;Junio;2021;María Valverde;Dirección 624;Empleado 624;Puesto 624;Chimaltenango; Carga industrial; Carga industrial;6.46;112;Entregado;44.27;91.39
317;Sábado;Septiembre;2022;Javier Reyes;Dirección 625;Empleado 625;Puesto 625;Malacatán; Envío express; Envío express;5.65;93;Devolución;41.87;
25;Lunes;Enero;2021;Marta Vargas;Dirección 626;Empleado 626;Puesto 626;San Pedro Sacatepéquez; Envío económico; Envío económico;2.55;18;Pendiente;39.48;37.19
521;Sábado;Agosto;2022;Gabriel Peralta;Dirección 627;Empleado 627;Puesto 627;Petapa; Caja mediana; Caja mediana;5.22;57;Entregado;44.55;43.27
643;Jueves;Febrero;2021;Alejandro Martínez;Dirección 628;Empleado 628;Puesto 628;San Pablo Jocopilas; Caja de tecnología; Caja de tecnología;9.93;12;Recolectado;10.17;52.83
56;Miércoles;Febrero;2022;Eduardo Duarte;Dirección 629;Empleado 629;Puesto 629;Retalhuleu; Paquete grande; Paquete grande;7.98;54;Devolución;35.79;28.64
572;Miércoles;Mayo;2022;María Reyes;Dirección 630;Empleado 630;Puesto 630;Quetzaltenango; Carga voluminosa; Carga voluminosa;0.58;34;Recolectado;8.49;
33;Sábado;Diciembre;2020;Laura Zamora;Dirección 631;Empleado 631;Puesto 631;Ostuncalco; Carga peligrosa; Carga peligrosa;1.24;40;Entregado;26.11;
851;Domingo;Mayo;;Óscar Navarro;Dirección 632;Empleado 632;Puesto 632;Nahualá; Caja de herramientas; Caja de herramientas;9.5;17;Entregado;37.79;71.64
278;Domingo;Junio;;Ricardo Araya;Dirección 633;Empleado 633;Puesto 633;Santa Cruz del Quiché; Caja con rastreo GPS; Caja con rastreo GPS;5.86;16;Entregado;34.26;56.18
805;Lunes;Marzo;2021;Marcela Díaz;Dirección 634;Empleado 634;Puesto 634;Ostuncalco; Envío a zona remota; Envío a zona remota;9.1;63;Pendiente;31.84;27.36
525;Sábado;Marzo;2023;Adriana Araya;Dirección 635;Empleado 635;Puesto 635;Villa Nueva; Caja de muebles pequeños; Caja de muebles pequeños;8.32;55;En Bodega;10.96;
362;Jueves;Octubre;2022;Natalia Ramírez;Dirección 636;Empleado 636;Puesto 636;Chiquimula; Envío internacional; Envío internacional;4.88;19;En Bodega;5.43;29.29
825;Domingo;Enero;2021;Clara Duarte;Dirección 637;Empleado 637;Puesto 637;Asunción Mita; Envío de artículos personales; Envío de artículos personales;2.47;79;En Bodega;34.3;65.92
754;Viernes;Febrero;2021;Felipe López;Dirección 638;Empleado 638;Puesto 638;Sumpango; Envío de documentos; Envío de documentos;4.78;104;Devolución;37.36;22.77
335;Sábado;Diciembre;2022;Daniel Ruiz;Dirección 639;Empleado 639;Puesto 639;Retalhuleu; Bulto ligero; Bulto ligero;5.39;35;En Bodega;32.29;47.23
339;Lunes;Septiembre;2020;Paula Cordero;Dirección 640;Empleado 640;Puesto 640;San Juan Sacatepéquez; Paquete sensible al calor; Paquete sensible al calor;3.15;20;Entregado;37.77;15.51
472;Viernes;Agosto;;Laura Aguilar;Dirección 641;Empleado 641;Puesto 641;Santa Catarina Pinula; Envío de alimentos perecederos; Envío de alimentos perecederos;3.46;33;Pendiente;40.53;
505;Viernes;Septiembre;;Roberto Moreno;Dirección 642;Empleado 642;Puesto 642;San Francisco El Alto; Paquete discreto; Paquete discreto;8.22;116;Pendiente;22.23;53.76
593;Lunes;Marzo;2021;Adriana Aguilar;Dirección 643;Empleado 643;Puesto 643;Nahualá; Envío nocturno; Envío nocturno;5.07;72;Recolectado;14.35;34.82
598;Jueves;Diciembre;;Clara Ríos;Dirección 644;Empleado 644;Puesto 644;Chimaltenango; Caja de tecnología; Caja de tecnología;1.76;20;En Bodega;21.21;88.74
853;Martes;Agosto;2022;Gabriel Peralta;Dirección 645;Empleado 645;Puesto 645;Sumpango; Envío nocturno; Envío nocturno;5.87;58;Pendiente;26.99;20.57
701;Martes;Mayo;;Roberto Hernández;Dirección 646;Empleado 646;Puesto 646;Jacaltenango; Envío de productos frágiles; Envío de productos frágiles;3.99;66;En Bodega;7.47;97.66
144;Martes;Febrero;2023;Marcela Castro;Dirección 647;Empleado 647;Puesto 647;San Pedro Sacatepéquez; Paquete pequeño; Paquete pequeño;1.47;109;Recolectado;7.01;85.56
622;Sábado;Marzo;2022;Clara Ríos;Dirección 648;Empleado 648;Puesto 648;Patulul; Caja pequeña; Caja pequeña;7.01;87;Devolución;22.56;62.72
796;Lunes;Diciembre;2022;Manuel Duarte;Dirección 649;Empleado 649;Puesto 649;Ciudad Vieja; Envío de equipos deportivos; Envío de equipos deportivos;1.34;64;Devolución;12.95;43.4
102;Jueves;Octubre;2020;Marta Sánchez;Dirección 650;Empleado 650;Puesto 650;San Pedro Sacatepéquez; Envío nocturno; Envío nocturno;7.93;61;Devolución;15.59;22.01
808;Sábado;Abril;2020;Antonia Ochoa;Dirección 651;Empleado 651;Puesto 651;Totonicapán; Envío de productos electrónicos; Envío de productos electrónicos;3.73;15;Entregado;30.26;65.38
264;Jueves;Octubre;;Lorena Bravo;Dirección 652;Empleado 652;Puesto 652;Cantel; Sobre grande; Sobre grande;2.75;11;Entregado;31.75;99.91
28;Sábado;Noviembre;2020;Ana Rodríguez;Dirección 653;Empleado 653;Puesto 653;Villa Nueva; Caja pequeña; Caja pequeña;0.64;7;Recolectado;21.35;
555;Miércoles;Abril;2020;Laura Martínez;Dirección 654;Empleado 654;Puesto 654;San José Pinula; Paquete pequeño; Paquete pequeño;5.37;68;Recolectado;21.71;
311;Jueves;Julio;2020;Javier Delgado;Dirección 655;Empleado 655;Puesto 655;Chiquimula; Carga consolidada; Carga consolidada;3.74;11;En Bodega;18.79;26.8
538;Domingo;Junio;2020;Ricardo Peralta;Dirección 656;Empleado 656;Puesto 656;Sanarate; Paquete discreto; Paquete discreto;3.55;107;Entregado;48.97;
945;Jueves;Julio;2021;Carolina Castro;Dirección 657;Empleado 657;Puesto 657;Mixco; Caja de regalo; Caja de regalo;9.5;95;En Bodega;6.61;29.67
79;Domingo;Mayo;2020;Pedro Duarte;Dirección 658;Empleado 658;Puesto 658;Escuintla; Caja de tecnología; Caja de tecnología;5.15;46;Devolución;41.28;23.6
906;Viernes;Febrero;2022;Luis Ruiz;Dirección 659;Empleado 659;Puesto 659;San Juan Sacatepéquez; Envío a domicilio; Envío a domicilio;9.4;35;En Bodega;49.91;21.14
750;Jueves;Marzo;2023;Ana González;Dirección 660;Empleado 660;Puesto 660;Chiquimula; Paquete pequeño; Paquete pequeño;9.29;60;Recolectado;9.16;18.35
358;Sábado;Abril;;Carolina Reyes;Dirección 661;Empleado 661;Puesto 661;Huehuetenango; Sobre grande; Sobre grande;3.47;74;Entregado;30.02;61.12
560;Miércoles;Octubre;2021;Carlos Núñez;Dirección 662;Empleado 662;Puesto 662;Chiquimula; Envío marítimo; Envío marítimo;3.99;5;Devolución;22.82;20.82
515;Viernes;Abril;2020;José García;Dirección 663;Empleado 663;Puesto 663;Chicacao; Envío express; Envío express;1.14;103;Devolución;24.71;30.03
144;Viernes;Noviembre;;Carlos Ortega;Dirección 664;Empleado 664;Puesto 664;Santa Cruz del Quiché; Carga peligrosa; Carga peligrosa;1.86;54;Devolución;40.4;22.58
842;Lunes;Septiembre;2021;Valeria Ramírez;Dirección 665;Empleado 665;Puesto 665;Palín; Paquete sensible al calor; Paquete sensible al calor;1.83;6;Devolución;8.74;
892;Viernes;Enero;2021;Raquel Moreno;Dirección 666;Empleado 666;Puesto 666;Chiquimula; Caja de muebles pequeños; Caja de muebles pequeños;6.2;106;Recolectado;21.36;87.96
76;Lunes;Febrero;;Marina Paredes;Dirección 667;Empleado 667;Puesto 667;Barberena; Envío ecológico; Envío ecológico;7.12;83;Pendiente;28.65;
675;Viernes;Noviembre;2020;Andrés Pérez;Dirección 668;Empleado 668;Puesto 668;Chimaltenango; Envío urgente; Envío urgente;4.72;7;Devolución;16.84;52.77
125;Martes;Mayo;2021;Gabriel Martínez;Dirección 669;Empleado 669;Puesto 669;Jutiapa; Caja con rastreo GPS; Caja con rastreo GPS;4.28;77;Pendiente;19.08;24.57
397;Lunes;Agosto;2021;Juan Sánchez;Dirección 670;Empleado 670;Puesto 670;San Juan Sacatepéquez; Carga peligrosa; Carga peligrosa;7.04;22;Pendiente;8.9;21.86
949;Domingo;Julio;2020;Isabel Aguilar;Dirección 671;Empleado 671;Puesto 671;Santa Lucía Cotzumalguapa; Envío de productos de limpieza; Envío de productos de limpieza;6.4;45;Pendiente;13.51;9.32
509;Miércoles;Julio;2021;Gabriel Fernández;Dirección 672;Empleado 672;Puesto 672;Antigua Guatemala; Envío de equipos deportivos; Envío de equipos deportivos;8.4;10;Pendiente;38.2;93.42
504;Lunes;Marzo;2020;Roberto García;Dirección 673;Empleado 673;Puesto 673;San Francisco El Alto; Envío aéreo; Envío aéreo;5.21;38;Devolución;46.52;19.49
589;Martes;Diciembre;2020;Alejandro Navarro;Dirección 674;Empleado 674;Puesto 674;Chicacao; Paquete de documentos legales; Paquete de documentos legales;0.54;46;Devolución;49.03;50.09
400;Jueves;Marzo;2020;Manuel Aguilar;Dirección 675;Empleado 675;Puesto 675;Sololá; Carga voluminosa; Carga voluminosa;3.6;42;Pendiente;46.46;
464;Domingo;Marzo;2020;Sofía Delgado;Dirección 676;Empleado 676;Puesto 676;San Juan Sacatepéquez; Carga industrial; Carga industrial;8.59;71;Devolución;9.74;28.57
380;Miércoles;Febrero;2020;Andrés Ramírez;Dirección 677;Empleado 677;Puesto 677;Nebaj; Envío frágil; Envío frágil;0.25;80;Pendiente;28.12;81.81
595;Martes;Marzo;2021;Valeria Castro;Dirección 678;Empleado 678;Puesto 678;San Juan Sacatepéquez; Envío urgente; Envío urgente;5.27;45;Entregado;18.56;
698;Viernes;Abril;2020;Marina Morales;Dirección 679;Empleado 679;Puesto 679;Quetzaltenango; Envío de artículos personales; Envío de artículos personales;3.37;91;En Bodega;11.97;70.13
357;Jueves;Marzo;2020;María Torres;Dirección 680;Empleado 680;Puesto 680;Retalhuleu; Envío de juguetes; Envío de juguetes;7.03;45;Pendiente;14.91;
332;Sábado;Marzo;2020;Paula Vargas;Dirección 681;Empleado 681;Puesto 681;Chimaltenango; Caja pequeña; Caja pequeña;6.74;72;Devolución;37.2;47.89
462;Lunes;Abril;2020;Laura Quirós;Dirección 682;Empleado 682;Puesto 682;La Gomera; Envío a domicilio; Envío a domicilio;0.58;30;Recolectado;40.54;90.6
513;Martes;Mayo;2022;Lorena Aguilar;Dirección 683;Empleado 683;Puesto 683;Santa Lucía Cotzumalguapa; Envío de muestras; Envío de muestras;6.44;36;Entregado;5.17;
891;Miércoles;Octubre;2022;Clara Reyes;Dirección 684;Empleado 684;Puesto 684;Sololá; Paquete con seguro; Paquete con seguro;3.28;5;Recolectado;31.35;77.99
195;Jueves;Febrero;2022;Lorena Díaz;Dirección 685;Empleado 685;Puesto 685;Cantel; Envío económico; Envío económico;2.2;67;Pendiente;31.43;18.33
476;Lunes;Noviembre;;Manuel Prieto;Dirección 686;Empleado 686;Puesto 686;Chiquimula; Caja de herramientas; Caja de herramientas;6.71;67;Pendiente;36.97;19.26
676;Martes;Enero;2022;Pedro González;Dirección 687;Empleado 687;Puesto 687;Santa Catarina Pinula; Envío a domicilio; Envío a domicilio;8.63;71;Pendiente;42.71;38.95
97;Jueves;Junio;2023;Miguel Castro;Dirección 688;Empleado 688;Puesto 688;Retalhuleu; Envío a zona remota; Envío a zona remota;1.24;104;Entregado;18.92;66.39
896;Jueves;Junio;;Antonia Zamora;Dirección 689;Empleado 689;Puesto 689;San Pedro Sacatepéquez; Caja de muebles pequeños; Caja de muebles pequeños;2.14;93;Pendiente;31.19;9.59
718;Martes;Junio;2021;Clara Reyes;Dirección 690;Empleado 690;Puesto 690;Retalhuleu; Bulto pesado; Bulto pesado;5.38;110;Recolectado;28.14;97.79
451;Miércoles;Diciembre;2020;Laura Torres;Dirección 691;Empleado 691;Puesto 691;Huehuetenango; Envío de productos electrónicos; Envío de productos electrónicos;4.68;81;En Bodega;31.29;12.33
252;Lunes;Febrero;2023;Miguel Ramírez;Dirección 692;Empleado 692;Puesto 692;San Benito; Paquete mediano; Paquete mediano;5.45;76;Devolución;31.93;64.08
640;Miércoles;Octubre;;Ana Núñez;Dirección 693;Empleado 693;Puesto 693;Jocotenango; Paquete de productos químicos; Paquete de productos químicos;5.09;120;Recolectado;16.68;
224;Miércoles;Noviembre;2020;Marina Moreno;Dirección 694;Empleado 694;Puesto 694;Villa Canales; Envío de material impreso; Envío de material impreso;2.44;107;Entregado;30.34;
224;Sábado;Diciembre;2020;Sebastián Navarro;Dirección 695;Empleado 695;Puesto 695;Patzún; Envío de artículos personales; Envío de artículos personales;9.05;119;Recolectado;24.03;
493;Viernes;Abril;2022;Sofía Mendoza;Dirección 696;Empleado 696;Puesto 696;San Lucas Sacatepéquez; Sobre pequeño; Sobre pequeño;2.51;80;Pendiente;14.27;59.7
